numero_proyecto,fecha_ingreso,iniciativa,proyecto_suma,numero_ley,fecha_publicacion
3696-13,2004-10-05,Mensaje,Modifica el Código del Trabajo en materia de remuneraciones por jornada extraordinaria y de trabajadores agrícolas.,19988,2004-12-18
3245-03,2003-06-03,Mensaje,Regula la transferencia y otorga mérito ejecutivo a copia de la factura.,19983,2004-12-15
3474-03,2004-03-30,Mensaje,Regula la propiedad de las embarcaciones destinadas a la pesca artesanal.,19984,2004-12-11
3691-05,2004-10-05,Mensaje,Presupuesto del Sector Público para el año 2005.,19986,2004-12-07
3727-05,2004-11-16,Mensaje,"Reajusta remuneraciones de los funcionarios del Sector Público, concede aguinaldos que señala, reajusta las asignaciones familiar y maternal, del subsidio familiar y concede otros beneficios que indica.",19985,2004-12-02
3451-07,2004-01-21,Moción,"Hace que el auto de procesamiento no sea obstáculo para ser presidente, director, gerente, administrador o representante legal de personas jurídicas titulares de servicios de radiodifusión televisiva.",19982,2004-11-30
2802-04,2001-10-09,Mensaje,Fomento audiovisual,19981,2004-11-10
3393-17,2003-10-28,Mensaje,"Modifica Ley N°19.123, Ley de Reparación, y establece otros beneficios en favor de las personas que indica.",19980,2004-11-09
3561-21,2004-06-15,Mensaje,Modifica la ley de pesca respecto de exigencias para pescadores artesanales,19977,2004-11-08
2853-04,2002-01-08,Mensaje,Modifica el régimen de jornada escolar completa diurna y otros cuerpos legales.,19979,2004-11-06
3695-06,2004-10-05,Mensaje,"Fija como feriado, en la Región Metropolitana, el día 19 de noviembre de 2004",19978,2004-10-28
3637-07,2004-08-17,Mensaje,Modifica el procedimiento de confección de ternas para el nombramiento de Jueces de Garantía y de Tribunales de Juicio Oral en lo Penal,19976,2004-10-23
2851-07,2002-01-08,Mensaje,Crea el Registro Nacional de ADN.,19970,2004-10-06
3389-07,2003-10-28,Mensaje,Modifica Código Penal en materia de uso y porte de armas,19975,2004-10-05
2811-02,2001-11-06,Mensaje,Sobre sistema de inteligencia del Estado y crea la Agencia Nacional de Inteligencia.,19974,2004-10-02
3252-10,2003-06-10,Mensaje,Arbitraje Comercial Internacional,19971,2004-09-29
3595-05,2004-07-07,Mensaje,Otorga un nuevo plazo para ejercer la facultad concedida al Servicio de Tesorerías en la ley N°19.926.,19972,2004-09-16
3643-06,2004-08-31,Moción,Amplía feriado de Fiestas Patrias.,19973,2004-09-10
3396-13,2003-10-28,Mensaje,Sobre racionalización del uso de la franquicia tributaria de capacitación.,19967,2004-09-04
2947-11,2002-06-04,Mensaje,Establece un régimen de Garantías de Salud. (AUGE),19966,2004-09-03
3636-13,2004-08-17,Mensaje,"Modifica el artículo sexto transitorio de la ley N° 19.578, prorrogando vigencia de cotización extraordinaria para el seguro social contra riegos de accidentes del trabajo y enfermedades profesionales.",19969,2004-08-31
2118-18,1997-11-05,Mensaje,Crea los Tribunales de Familia,19968,2004-08-30
3599-06,2004-07-13,Mensaje,"Modifica la ley Nº 19.884, sobre transparencia, límite y control del gasto electoral, con el fin de delimitar el concepto de gasto electoral, eliminar el registro de proveedores, regular los aportes reservados a los partidos políticos y a los institutos de formación política, y ampliar el plazo para la defensa en el caso de rechazo de una cuenta de ingresos y gastos de campaña.",19964,2004-08-26
3519-06,2004-05-04,Mensaje,"Modifica la ley Nº 19.884, sobre transparencia, límite y control del gasto electoral, estableciendo sanciones y el procedimiento para su aplicación.",19963,2004-08-26
3134-07,2002-11-19,Moción,Concede beneficios a los condenados o procesados por infracciones a las disposiciones penales  relativas a la violencia con móviles políticos,19965,2004-08-25
3392-17,2003-10-28,Mensaje,Dispone la eliminación de ciertas anotaciones prontuariales,19962,2004-08-25
3385-02,2003-11-18,Mensaje,"Suprime la limitación numérica que afecta a los oficiales ingenieros navales para acceder al alto mando naval; crea la plaza de Contraalmirante del Litoral, y otorga al Comandante en Jefe de la Armada una mayor flexibilización en la proposición de la estructura y composición del alto mando naval.",19960,2004-08-20
3404-04,2003-11-04,Mensaje,Sobre Evaluación Docente,19961,2004-08-14
3426-07,2003-12-03,Moción,"Concede, por especial gracia, la nacionalidad chilena a la señora Griseldis Burose Goersch.",19957,2004-07-27
3342-06,2003-09-04,Mensaje,"Crea la comuna de Alto Biobio, en la Región del Biobío.",19959,2004-07-21
3417-06,2003-11-18,Mensaje,"Modifica la ley Orgánica Constitucional de Municipalidades, con el objeto de precisar o corregir normas sobre el proceso electoral municipal",19958,2004-07-17
3578-13,2004-06-22,Mensaje,Reajusta el monto del ingreso mínimo mensual,19956,2004-07-14
2787-03,2001-09-11,Mensaje,"Modifica la ley N° 19.496, sobre protección de los derechos de los consumidores.",19955,2004-07-14
2972-07,2002-06-12,Moción,"Modifica la ley Nº 18.600, en lo relativo al procedimiento de interdicción de los discapacitados mentales.",19954,2004-07-14
2623-03,2000-11-14,Moción,"Modifica la ley N° 18.010, sobre operaciones de crédito de dinero estableciendo normas sobre aplicación de intereses cuando opera una cláusula de aceleración y establece normas de protección de los deudores en los procesos de repactación.",19951,2004-06-26
3549-05,2004-06-08,Mensaje,"Otorga bono extraordinario, otorga beneficios previsionales, modifica el decreto ley N°869, de 1975, y la ley N°19.454",19953,2004-06-26
3078-07,2002-10-02,Moción,Aumenta sanciones a hurtos y facilita su denuncia e investigación.,19950,2004-06-05
3098-06,2002-10-16,Mensaje,Establece un sistema de protección social para familias en situación de extrema pobreza denominado Chile Solidario.,19949,2004-06-05
3531-05,2004-05-12,Mensaje,Corrige situación tributaria que indica en la XII Región.,19952,2004-05-31
3281-13,2003-07-09,Moción,"Interpreta el Código del Trabajo en cuanto hace aplicable sus normas a trabajadores de los Conservadores de Bienes Raíces, Notarías y Archiveros.",19945,2004-05-25
2897-07,2002-03-21,Moción,"Crea un procedimiento en caso de extravío, hurto o robo de la cédula de identidad y de otros documentos de identificación.",19948,2004-05-25
1759-18,1995-11-28,Moción,Nueva ley de Matrimonio Civil.,19947,2004-05-17
2832-03,2001-11-20,Mensaje,"Modifica la Ley Austral en materia de crédito tributario y establece la ampliación de la zona franca de extensión de Punta Arenas a la Región de Aysén, para bienes de capital.",19946,2004-05-11
3341-06,2003-09-04,Mensaje,"Crea la comuna de Cholchol, en la Región de La Araucanía",19944,2004-04-22
3343-06,2003-09-04,Mensaje,"Crea la comuna de Alto Hospicio, en la Región de Tarapacá",19943,2004-04-22
3390-07,2003-10-28,Mensaje,Modifica los Códigos de Procedimiento penal y procesal en materia de control de identidad,19942,2004-04-15
3047-02,2002-09-10,Mensaje,Establece beneficios a concesionarios y ocupantes del borde costero de la Isla Róbinson Crusoe de la comuna de Juan Fernández.,19931,2004-03-18
1764-06,1995-12-06,Mensaje,"Crea la comuna de Hualpencillo, en la Provincia de Concepción,  Región del Bío-Bio",19936,2004-03-13
3395-02,2003-10-28,Mensaje,"Modifica la ley N°18.961, Orgánica Constitucional de Carabineros de Chile, y modifica la ley N°18.291, que reestructura y fija la planta y grados del personal de Carabineros de Chile.",19941,2004-03-13
2922-08,2002-05-07,Mensaje,"Regula sistemas de energía eléctrica, establece un nuevo régimen de tarifas para sistemas eléctricos medianos e introduce las adecuaciones que indica a la ley general de servicios eléctricos.",19940,2004-03-13
1238-04,1994-06-16,Moción,"Modifica la ley N° 18.962, Orgánica Constitucional de Enseñanza, para promover los derechos humanos.",19938,2004-03-10
2980-11,2002-07-02,Mensaje,"Modifica el D.L. 2763 de 1979, con la finalidad de establecer una nueva concepción de la autoridad sanitaria, distintas modalidades de gestión y fortalecer la participación ciudadana.",19937,2004-02-24
1148-05,1994-01-26,Mensaje,"Modifica el Decreto Ley Nº 3.500, de 1980, estableciendo normas relativas al otorgamiento de pensiones a través de la modalidad de rentas vitalicias.",19934,2004-02-21
3247-14,2003-06-03,Mensaje,Modifica el artículo 59 de la Ley General de Urbanismo y Construcciones estableciendo la caducidad de declaratoria de utilidad pública contenida en los planos reguladores.,19939,2004-02-13
3446-04,2004-01-13,Mensaje,Otorga un mejoramiento especial a los profesionales de la educación que indica,19933,2004-02-12
2928-12,2002-05-08,Moción,"Modifica el decreto ley Nº 2222, Ley de Navegación, en relación con los tribunales competentes para conocer de las causas por contaminación.",19929,2004-02-11
3447-15,2004-01-13,Mensaje,"Modifica la ley N°19.764, sobre reintegro parcial de peajes pagados en vías concesionadas",19935,2004-02-10
3361-12,2003-09-01,Mensaje,Introduce modificaciones a las normas sobre costos de los procedimientos de regularización de la propiedad y de la recaudación de las rentas de arrendamiento de los inmuebles fiscales.,19930,2004-02-04
2694-07,2001-04-18,Moción,"Agrega requisitos a los establecidos en el artículo 1554 del Código Civil, referido al contrato de promesa y criminaliza conducta constitutiva de estafa en el artículo 470 del Código penal.",19932,2004-02-03
2287-04,1999-01-05,Mensaje,Fomento a la música chilena.,19928,2004-01-31
1192-11,1994-04-21,Moción,"Modifica ley de alcoholes, bebidas alcohólicas y vinagres y deroga Libro II ley N° 17.105.",19925,2004-01-19
2906-07,2002-04-10,Moción,"Modifica el Código Penal, el Código de Procedimiento Penal y el Código Procesal Penal en materia de delitos de pornografía infantil.",19927,2004-01-14
3204-02,2003-03-06,Mensaje,Modifica la normativa relativa a la importación de las mercancías del sector defensa calificadas como pertrechos.,19924,2004-01-09
3309-21,2003-08-07,Mensaje,"Regulariza el registro pesquero artesanal para la pesquería merluza del sur, en Regiones X y XI",19923,2004-01-05
3248-06,2003-06-03,Mensaje,"Permite efectuar anticipos del Fondo Común Municipal en casos que indica y modifica el decreto ley N° 3.063, de 1979, sobre rentas municipales.",19926,2003-12-31
3427-03,2003-12-03,Mensaje,Suspende la aplicación del mecanismo de reemplazo de inscripciones en el Registro Pesquero Artesanal por el período que indica.,19922,2003-12-23
3034-05,2002-09-03,Mensaje,"Modifica la ley N° 19.479, que dicta normas sobre gestión y personal del Servicio Nacional de Aduanas.",19916,2003-12-22
3210-13,2003-03-26,Moción,"Modifica el artículo 101 de la ley Nº 18.834, Estatuto Administrativo, relativo al aumento del feriado de los funcionarios que se desempeñan en determinadas zonas del país.",19921,2003-12-20
3041-13,2002-09-03,Moción,"Modifica el Código del Trabajo y el Estatuto Administrativo, con la finalidad de permitir acuerdo en materia de descanso semanal.",19920,2003-12-20
3384-07,2003-10-21,Mensaje,Modifica el plazo para la entrada en vigencia de la Reforma Procesal Penal en la Región Metropolitana de Santiago.,19919,2003-12-20
3282-07,2003-07-09,Moción,"Deroga el número 32 del artículo 496 del Código Penal, que sanciona al que con objeto de lucro, interpretare sueños, hiciere pronósticos o adivinaciones.",19918,2003-12-18
3420-05,2003-11-18,Mensaje,"Reajusta remuneraciones de los funcionarios del Sector Público, concede aguinaldos que señala, reajusta las asignaciones familiar y maternal, del subsidio familiar y concede otros beneficios que indica.",19917,2003-12-04
3366-05,2003-10-01,Mensaje,Presupuesto del Sector Público para el año 2004.,19915,2003-12-04
3406-03,2003-11-04,Mensaje,Adecua la legislación que indica al Tratado de Libre Comercio con los Estados Unidos de América.,19914,2003-11-19
2944-03,2002-05-21,Mensaje,Crea el Tribunal de Defensa de la Libre Competencia,19911,2003-11-14
3123-07,2002-11-12,Mensaje,"Modifica la ley Nº 18.314, sobre conductas terroristas, en orden a sancionar más eficazmente la financiación del Terrorismo, en conformidad a lo dispuesto por el Convenio Internacional para la Represión de la Financiación del Terrorismo.",19906,2003-11-13
1792-03,1996-01-17,Moción,"Modifica los artículos 2º, 3º y 4º de la Ley General de Pesca y Acuicultura, prohibiendo la pesca de arrastre por parte de pescadores artesanales.",19907,2003-11-05
2421-03,1999-11-09,Mensaje,"Adecua legislación que indica conforme a los acuerdos de la Organización Mundial del Comercio, suscritos por Chile.",19912,2003-11-04
3022-07,2002-08-06,Moción,"Modifica la ley Nº 19.620, sobre adopción de menores, en materia de competencia de los juzgados de menores.",19910,2003-10-28
3299-05,2003-07-29,Mensaje,"Modifica el decreto ley Nº 1.298, de 1975, que crea el sistema de pronosticos deportivos y deroga disposiciones del DFL. Nº 120 de Hacienda de 1960.",19909,2003-10-25
2975-07,2002-06-19,Mensaje,Crea la unidad de Análisis e inteligencia Financiera y modifica el Código penal en materia de lavado o blanqueo de activos.,19913,2003-10-10
2886-07,2002-03-05,Mensaje,Procedimiento para otorgar la posesión efectiva de la herencia.,19903,2003-10-10
2707-15,2001-05-16,Moción,Modifica la ley de tránsito fijando estacionamientos para discapacitados.,19900,2003-10-09
2774-15,2001-08-22,Moción,"Modifica la ley N° 18.290, de tránsito, permitiendo la eliminación de anotaciones en el Registro Nacional de Conductores de Vehículos Motorizados, en las condiciones que indica.",19902,2003-10-09
2026-07,1997-05-13,Moción,Otorga reconocimiento oficial al lenguaje de señas como medio de comunicación para personas con discapacidad auditiva.,19904,2003-10-03
1909-07,1996-08-27,Moción,"Modifica los artículos 1447 del Código Civil y 4º de la Ley de Matrimonio Civil, respecto de las causales de incapacidad que afectan a los sordomudos que no pueden darse a entender por escrito y a aquellos que de palabra o por escrito no pudieren expresar su voluntad claramente.",19904,2003-10-03
3258-05,2003-06-12,Mensaje,Permite la emisión de deuda pública mediante medios inmateriales y autoriza al Fisco y a otras entidades del sector público para la contratación de instrumentos de cobertura de riesgos financieros.,19908,2003-10-03
3339-05,2003-09-03,Mensaje,Otorga un bono extraordinario.,19905,2003-10-02
3268-01,2003-07-08,Mensaje,Modifica el artículo 12 de la ley N° 18.525 y el arancel aduanero.,19897,2003-09-25
3073-13,2002-10-01,Mensaje,Regula las condiciones de trabajo y contratación de artistas y técnicos de espectáculos.,19889,2003-09-24
3145-01,2002-12-04,Mensaje,Autoriza la liberación de cauciones constituidas por personas naturales para garantizar créditos otorgados por el Instituto de Desarrollo Agropecuario.,19901,2003-09-24
